Fecha,Primero,Último,Mínimo,Máximo,Promedio simple,Promedio ponderado,Promedio ponderado sesión anterior
10 Mar 2023,554.95,550.10,549.90,554.95,550.06,550.03,550.29
11 Mar 2023,,,,,,,
12 Mar 2023,,,,,,,
13 Mar 2023,548.00,549.02,547.00,549.90,549.01,549.00,550.03
14 Mar 2023,548.00,548.90,548.00,548.95,548.87,548.90,549.00
15 Mar 2023,548.05,548.80,548.00,549.00,548.77,548.80,548.90
16 Mar 2023,548.49,546.80,543.00,548.50,547.03,546.84,548.80
17 Mar 2023,545.00,544.75,544.65,545.80,544.89,544.79,546.84
18 Mar 2023,,,,,,,
19 Mar 2023,,,,,,,
20 Mar 2023,544.01,544.70,544.01,544.90,544.66,544.64,544.79
21 Mar 2023,545.50,544.40,543.00,545.50,544.38,544.41,544.64
22 Mar 2023,544.00,544.80,544.00,545.00,544.50,544.53,544.41
23 Mar 2023,540.00,545.57,540.00,546.50,545.38,545.80,544.53
24 Mar 2023,546.00,546.66,546.00,547.00,546.67,546.68,545.80
25 Mar 2023,,,,,,,
26 Mar 2023,,,,,,,
27 Mar 2023,545.00,544.50,540.00,548.50,545.15,544.73,546.68
28 Mar 2023,538.00,545.00,538.00,545.00,544.66,544.71,544.73
29 Mar 2023,543.00,544.75,543.00,545.00,544.70,544.72,544.71
30 Mar 2023,537.50,543.94,537.50,544.50,543.76,543.86,544.72
31 Mar 2023,540.05,543.07,540.01,543.95,542.96,543.04,543.86
1 Abr 2023,,,,,,,
2 Abr 2023,,,,,,,
3 Abr 2023,543.00,542.49,541.98,543.49,542.50,542.48,543.04
4 Abr 2023,542.49,541.81,541.00,542.49,541.79,541.79,542.48
5 Abr 2023,535.50,541.01,535.50,541.99,541.25,541.25,541.79
6 Abr 2023,0.00,0.00,0.00,0.00,0.00,0.00,541.25
7 Abr 2023,0.00,0.00,0.00,0.00,0.00,0.00,541.25
8 Abr 2023,,,,,,,
9 Abr 2023,,,,,,,
10 Abr 2023,0.00,0.00,0.00,0.00,0.00,0.00,541.25
11 Abr 2023,540.00,540.50,539.50,540.99,540.51,540.51,541.25
12 Abr 2023,540.00,540.50,539.50,540.51,540.41,540.47,540.51
13 Abr 2023,539.25,539.90,539.25,539.95,539.73,539.74,540.47
14 Abr 2023,532.00,538.95,532.00,538.99,538.81,538.89,539.74
15 Abr 2023,,,,,,,
16 Abr 2023,,,,,,,
17 Abr 2023,538.00,538.05,538.00,538.40,538.07,538.04,538.89
18 Abr 2023,537.30,537.15,537.00,537.40,537.08,537.06,538.04
19 Abr 2023,536.25,536.30,536.00,537.50,536.28,536.26,537.06
20 Abr 2023,535.45,535.53,535.45,535.55,535.48,535.48,536.26
21 Abr 2023,534.02,535.00,534.01,535.99,534.67,534.72,535.48
22 Abr 2023,,,,,,,
23 Abr 2023,,,,,,,
24 Abr 2023,528.00,534.72,528.00,535.20,534.57,534.72,534.72
25 Abr 2023,534.50,539.50,534.28,539.50,537.21,538.21,534.72
26 Abr 2023,540.00,543.79,539.01,543.80,541.58,541.62,538.21
27 Abr 2023,540.25,547.40,540.00,547.50,546.05,546.56,541.62
28 Abr 2023,545.50,547.00,545.50,548.06,547.25,547.43,546.56
29 Abr 2023,,,,,,,
30 Abr 2023,,,,,,,
1 May 2023,0.00,0.00,0.00,0.00,0.00,0.00,547.43
2 May 2023,542.00,546.30,542.00,548.00,547.09,546.85,547.43
3 May 2023,545.00,546.00,545.00,546.00,545.88,545.89,546.85
4 May 2023,546.70,544.15,543.80,547.00,544.36,544.10,545.89
5 May 2023,545.50,543.25,541.50,545.50,542.88,542.99,544.10
6 May 2023,,,,,,,
7 May 2023,,,,,,,
8 May 2023,545.00,540.99,538.05,545.00,540.72,540.77,542.99
9 May 2023,540.52,540.60,537.51,541.00,540.52,540.54,540.77
10 May 2023,539.98,540.30,539.00,540.50,540.22,540.25,540.54
11 May 2023,539.00,540.15,539.00,540.70,539.99,539.99,540.25
12 May 2023,541.00,539.88,539.25,541.00,539.72,539.75,539.99
13 May 2023,,,,,,,
14 May 2023,,,,,,,
15 May 2023,537.00,539.58,537.00,540.00,539.44,539.51,539.75
16 May 2023,539.00,540.01,537.18,540.05,539.60,539.77,539.51
17 May 2023,542.00,539.95,539.26,542.00,539.85,539.86,539.77
18 May 2023,539.20,540.95,538.51,541.00,540.43,540.70,539.86
19 May 2023,539.33,541.20,539.10,541.25,540.99,541.13,540.70
20 May 2023,,,,,,,
21 May 2023,,,,,,,
22 May 2023,540.10,541.50,540.10,541.99,541.69,541.69,541.13
23 May 2023,541.00,541.62,539.90,542.25,541.67,541.69,541.69
24 May 2023,543.00,542.20,541.52,543.50,542.02,542.10,541.69
25 May 2023,543.00,545.60,541.00,546.00,544.08,544.91,542.10
26 May 2023,539.00,546.01,539.00,547.00,545.95,546.01,544.91
27 May 2023,,,,,,,
28 May 2023,,,,,,,
29 May 2023,545.00,545.00,544.00,546.50,544.94,544.99,546.01
30 May 2023,543.00,544.58,543.00,545.50,544.57,544.58,544.99
31 May 2023,541.00,544.01,541.00,544.50,544.05,544.04,544.58
1 Jun 2023,543.00,543.75,543.00,544.20,543.52,543.57,544.04
2 Jun 2023,542.00,543.16,542.00,543.20,542.94,543.04,543.57
3 Jun 2023,,,,,,,
4 Jun 2023,,,,,,,
5 Jun 2023,541.80,542.85,536.00,542.90,541.77,542.64,543.04
6 Jun 2023,541.30,542.85,541.30,542.95,542.52,542.74,542.64
7 Jun 2023,542.55,544.00,542.55,546.00,543.53,543.69,542.74
8 Jun 2023,544.00,545.10,543.11,545.20,544.89,544.94,543.69
9 Jun 2023,544.00,546.95,544.00,546.95,546.25,546.60,544.94
10 Jun 2023,,,,,,,
11 Jun 2023,,,,,,,
12 Jun 2023,547.00,546.95,546.15,548.00,546.87,546.89,546.60
13 Jun 2023,547.00,545.60,545.00,547.00,546.18,546.00,546.89
14 Jun 2023,544.00,544.81,544.00,545.30,544.90,544.90,546.00
15 Jun 2023,541.00,544.12,541.00,544.25,543.81,544.04,544.90
16 Jun 2023,545.50,543.60,542.05,545.50,543.64,543.68,544.04
17 Jun 2023,,,,,,,
18 Jun 2023,,,,,,,
19 Jun 2023,543.55,543.95,541.50,544.00,543.51,543.85,543.68
20 Jun 2023,544.00,544.85,543.90,545.00,544.75,544.82,543.85
21 Jun 2023,544.00,545.45,544.00,546.00,545.47,545.47,544.82
22 Jun 2023,545.36,545.95,545.00,546.00,545.78,545.86,545.47
23 Jun 2023,545.00,545.85,545.00,546.00,545.90,545.88,545.86
24 Jun 2023,,,,,,,
25 Jun 2023,,,,,,,
26 Jun 2023,543.00,547.00,539.00,547.49,546.55,546.85,545.88
27 Jun 2023,547.80,548.50,547.01,549.50,548.63,548.78,546.85
28 Jun 2023,547.10,548.00,544.00,549.00,548.20,548.24,548.78
29 Jun 2023,548.50,548.01,547.20,548.99,547.94,547.98,548.24
30 Jun 2023,542.00,548.15,540.01,548.77,547.33,547.59,547.98
1 Jul 2023,,,,,,,
2 Jul 2023,,,,,,,
3 Jul 2023,545.00,547.00,545.00,547.50,546.99,547.01,547.59
4 Jul 2023,540.00,548.00,539.05,548.30,547.45,547.72,547.01
5 Jul 2023,548.00,550.10,547.01,550.15,548.83,549.12,547.72
6 Jul 2023,546.00,552.50,546.00,554.25,553.10,553.53,549.12
7 Jul 2023,554.90,555.00,551.00,555.50,554.82,554.99,553.53
8 Jul 2023,,,,,,,
9 Jul 2023,,,,,,,
10 Jul 2023,547.62,552.40,547.62,556.15,554.47,553.59,554.99
11 Jul 2023,547.10,549.50,547.10,555.08,550.33,549.78,553.59
12 Jul 2023,548.00,547.10,546.20,549.49,547.03,546.86,549.78
13 Jul 2023,547.00,544.50,544.00,547.00,544.66,544.60,546.86
14 Jul 2023,539.00,541.65,539.00,544.98,541.98,541.85,544.60
15 Jul 2023,,,,,,,
16 Jul 2023,,,,,,,
17 Jul 2023,539.00,540.86,538.50,541.50,540.60,540.89,541.85
18 Jul 2023,541.00,540.90,540.00,542.50,541.17,540.97,540.89
19 Jul 2023,535.10,540.10,535.10,541.00,540.11,540.15,540.97
20 Jul 2023,540.01,541.00,540.01,543.95,541.06,541.00,540.15
21 Jul 2023,540.00,541.58,539.50,541.69,541.18,541.44,541.00
22 Jul 2023,,,,,,,
23 Jul 2023,,,,,,,
24 Jul 2023,0.00,0.00,0.00,0.00,0.00,0.00,541.44
25 Jul 2023,540.75,543.00,539.50,543.10,542.73,542.92,541.44
26 Jul 2023,543.16,544.86,543.10,545.09,544.63,544.82,542.92
27 Jul 2023,545.00,546.50,545.00,547.00,546.56,546.60,544.82
28 Jul 2023,546.50,547.21,546.00,547.50,547.05,547.21,546.60
29 Jul 2023,,,,,,,
30 Jul 2023,,,,,,,
31 Jul 2023,547.10,546.00,545.75,547.50,547.05,546.73,547.21
1 Ago 2023,547.00,546.00,545.75,547.00,546.00,545.86,546.73
2 Ago 2023,0.00,0.00,0.00,0.00,0.00,0.00,545.86
3 Ago 2023,546.00,543.80,543.05,546.00,544.01,543.88,545.86
4 Ago 2023,544.95,544.25,542.00,544.95,543.83,544.17,543.88
5 Ago 2023,,,,,,,
6 Ago 2023,,,,,,,
7 Ago 2023,544.50,541.52,540.02,544.50,541.95,541.71,544.17
8 Ago 2023,540.10,539.90,539.50,541.50,540.04,539.87,541.71
9 Ago 2023,539.05,538.90,537.20,539.12,538.46,538.65,539.87
10 Ago 2023,538.00,539.15,537.45,540.00,539.04,539.10,538.65
11 Ago 2023,539.10,539.67,538.00,540.00,539.42,539.64,539.10
12 Ago 2023,,,,,,,
13 Ago 2023,,,,,,,
14 Ago 2023,0.00,0.00,0.00,0.00,0.00,0.00,539.64
15 Ago 2023,539.00,536.49,536.35,540.00,537.97,537.54,539.64
16 Ago 2023,538.00,536.15,536.00,538.00,536.24,536.17,537.54
17 Ago 2023,537.50,538.00,535.10,538.60,537.02,537.15,536.17
18 Ago 2023,539.00,539.50,536.75,540.90,539.60,539.87,537.15
19 Ago 2023,,,,,,,
20 Ago 2023,,,,,,,
21 Ago 2023,540.00,541.25,539.00,542.50,541.08,541.39,539.87
22 Ago 2023,540.10,543.14,540.10,543.45,543.01,543.14,541.39
23 Ago 2023,544.50,542.75,540.80,544.99,542.67,542.60,543.14
24 Ago 2023,542.60,543.07,542.60,543.90,543.06,543.09,542.60
25 Ago 2023,536.00,542.90,536.00,544.75,543.41,543.36,543.09
26 Ago 2023,,,,,,,
27 Ago 2023,,,,,,,
28 Ago 2023,540.00,540.30,535.02,543.50,541.69,541.39,543.36
29 Ago 2023,541.25,538.91,538.60,541.25,539.27,539.01,541.39
30 Ago 2023,535.00,538.00,535.00,538.75,537.97,538.04,539.01
31 Ago 2023,539.50,537.91,536.85,539.50,537.56,537.91,538.04
1 Set 2023,537.50,538.69,536.00,539.00,538.23,538.67,537.91
2 Set 2023,,,,,,,
3 Set 2023,,,,,,,
4 Set 2023,538.00,539.49,537.75,540.00,539.38,539.50,538.67
5 Set 2023,539.00,539.50,537.00,540.10,539.12,538.32,539.50
6 Set 2023,539.00,538.65,538.10,540.00,538.68,538.67,538.32
7 Set 2023,538.50,539.75,537.00,540.00,539.02,539.22,538.67
8 Set 2023,538.00,541.20,538.00,541.20,540.30,540.59,539.22
9 Set 2023,,,,,,,
10 Set 2023,,,,,,,
11 Set 2023,539.90,539.00,538.90,541.20,539.75,539.31,540.59
12 Set 2023,539.31,536.40,535.00,539.50,536.65,536.31,539.31
13 Set 2023,537.50,533.08,532.80,537.50,533.44,533.09,536.31
14 Set 2023,535.00,533.65,531.02,535.00,532.94,533.18,533.09
15 Set 2023,0.00,0.00,0.00,0.00,0.00,0.00,533.18
16 Set 2023,,,,,,,
17 Set 2023,,,,,,,
18 Set 2023,535.00,534.90,533.00,535.00,534.44,534.77,533.18
19 Set 2023,533.00,536.30,533.00,536.99,536.50,536.52,534.77
20 Set 2023,538.99,538.76,536.00,539.00,538.59,538.59,536.52
21 Set 2023,540.00,541.01,538.00,541.50,540.70,540.89,538.59
22 Set 2023,540.00,541.45,540.00,543.00,541.72,541.68,540.89
23 Set 2023,,,,,,,
24 Set 2023,,,,,,,
25 Set 2023,542.50,537.50,536.90,542.50,538.51,538.09,541.68
26 Set 2023,540.00,534.80,534.50,540.00,534.96,534.90,538.09
27 Set 2023,534.80,535.55,533.00,536.00,534.69,534.83,534.90
28 Set 2023,535.00,539.91,535.00,539.99,538.22,538.97,534.83
29 Set 2023,539.00,539.60,539.00,543.00,541.10,541.23,538.97
30 Set 2023,,,,,,,
1 Oct 2023,,,,,,,
2 Oct 2023,540.00,536.50,535.90,541.00,537.12,536.32,541.23
3 Oct 2023,536.80,537.00,535.52,538.00,537.07,537.02,536.32
4 Oct 2023,534.09,537.50,534.09,539.00,537.86,537.84,537.02
5 Oct 2023,539.49,539.00,537.50,539.49,538.61,538.86,537.84
6 Oct 2023,538.12,539.48,536.90,540.00,538.87,539.48,538.86
7 Oct 2023,,,,,,,
8 Oct 2023,,,,,,,
9 Oct 2023,538.00,538.50,538.00,540.00,538.94,538.67,539.48
10 Oct 2023,537.00,536.25,535.80,538.25,536.80,536.44,538.67
11 Oct 2023,536.00,532.65,531.90,536.00,533.04,532.66,536.44
12 Oct 2023,536.00,532.60,529.51,536.00,532.10,532.04,532.66
13 Oct 2023,532.50,533.25,532.50,533.75,533.31,533.38,532.04
14 Oct 2023,,,,,,,
15 Oct 2023,,,,,,,
16 Oct 2023,533.00,533.05,533.00,534.40,533.52,533.43,533.38
17 Oct 2023,534.50,533.95,533.00,534.50,533.87,533.98,533.43
18 Oct 2023,534.00,534.45,534.00,534.60,534.45,534.47,533.98
19 Oct 2023,534.95,536.40,534.40,536.50,535.56,535.93,534.47
20 Oct 2023,536.50,534.50,534.00,536.50,535.16,534.93,535.93
21 Oct 2023,,,,,,,
22 Oct 2023,,,,,,,
23 Oct 2023,534.76,535.25,534.50,535.25,535.06,535.18,534.93
24 Oct 2023,535.00,534.50,533.00,535.10,534.49,534.52,535.18
25 Oct 2023,533.00,534.00,533.00,534.65,534.25,534.22,534.52
26 Oct 2023,534.10,534.50,533.00,534.81,534.54,534.63,534.22
27 Oct 2023,535.10,535.60,533.10,536.00,534.76,535.25,534.63
28 Oct 2023,,,,,,,
29 Oct 2023,,,,,,,
30 Oct 2023,535.00,534.80,534.00,535.99,535.57,535.45,535.25
31 Oct 2023,535.00,535.00,534.00,535.30,534.89,534.90,535.45
1 Nov 2023,534.00,535.92,534.00,536.02,535.86,535.97,534.90
2 Nov 2023,535.25,537.80,534.50,537.92,537.10,537.61,535.97
3 Nov 2023,538.10,537.35,536.00,539.00,537.84,537.64,537.61
4 Nov 2023,,,,,,,
5 Nov 2023,,,,,,,
6 Nov 2023,536.01,536.80,535.25,537.50,536.72,536.87,537.64
7 Nov 2023,535.21,535.65,535.00,536.20,535.73,535.63,536.87
8 Nov 2023,535.50,535.35,534.00,535.50,535.24,535.27,535.63
9 Nov 2023,535.00,535.50,535.00,535.50,535.24,535.25,535.27
10 Nov 2023,534.50,534.68,534.00,535.15,534.82,534.73,535.25
11 Nov 2023,,,,,,,
12 Nov 2023,,,,,,,
13 Nov 2023,535.00,534.25,531.00,535.00,533.98,534.12,534.73
14 Nov 2023,533.50,534.21,533.50,534.45,534.19,534.23,534.12
15 Nov 2023,534.00,534.75,533.99,535.30,534.59,534.67,534.23
16 Nov 2023,534.60,535.06,534.50,535.99,534.88,534.95,534.67
17 Nov 2023,535.00,534.00,533.00,535.00,534.36,534.26,534.95
18 Nov 2023,,,,,,,
19 Nov 2023,,,,,,,
20 Nov 2023,534.00,533.60,533.07,534.00,533.64,533.62,534.26
21 Nov 2023,534.00,533.85,533.00,534.00,533.63,533.79,533.62
22 Nov 2023,534.00,533.70,533.55,534.00,533.79,533.78,533.79
23 Nov 2023,533.25,533.30,532.70,534.00,533.15,533.19,533.78
24 Nov 2023,533.50,533.40,533.00,533.55,533.45,533.46,533.19
25 Nov 2023,,,,,,,
26 Nov 2023,,,,,,,
27 Nov 2023,533.00,532.70,532.50,534.00,532.81,532.80,533.46
28 Nov 2023,532.00,532.09,532.00,532.50,532.10,532.10,532.80
29 Nov 2023,532.40,534.60,531.50,535.47,532.96,532.87,532.10
30 Nov 2023,534.25,536.00,533.51,537.35,535.62,536.27,532.87
1 Dic 2023,0.00,0.00,0.00,0.00,0.00,0.00,536.27
2 Dic 2023,,,,,,,
3 Dic 2023,,,,,,,
4 Dic 2023,535.00,532.09,530.00,535.00,532.74,532.11,536.27
5 Dic 2023,533.00,532.36,532.00,533.00,532.29,532.32,532.11
6 Dic 2023,534.00,531.20,530.50,534.00,531.37,531.13,532.32
7 Dic 2023,532.00,530.95,530.00,532.00,530.94,530.95,531.13
8 Dic 2023,531.00,530.67,530.50,531.00,530.77,530.82,530.95
9 Dic 2023,,,,,,,
10 Dic 2023,,,,,,,
11 Dic 2023,530.00,529.90,529.65,530.50,530.02,529.95,530.82
12 Dic 2023,531.00,529.39,528.75,531.00,529.32,529.31,529.95
13 Dic 2023,529.80,528.35,528.00,529.80,528.55,528.49,529.31
14 Dic 2023,528.50,527.00,525.32,528.50,526.39,526.23,528.49
15 Dic 2023,527.50,527.20,525.51,527.50,526.33,526.22,526.23
16 Dic 2023,,,,,,,
17 Dic 2023,,,,,,,
18 Dic 2023,527.50,525.00,524.00,527.50,525.98,525.68,526.22
19 Dic 2023,525.20,524.08,523.41,525.35,524.10,524.05,525.68
20 Dic 2023,526.00,523.00,522.01,526.00,523.52,523.42,524.05
21 Dic 2023,524.00,523.75,522.00,524.00,522.92,522.83,523.42
22 Dic 2023,525.00,522.25,522.00,525.00,522.63,522.39,522.83
23 Dic 2023,,,,,,,
24 Dic 2023,,,,,,,
25 Dic 2023,0.00,0.00,0.00,0.00,0.00,0.00,522.39
26 Dic 2023,524.86,521.70,520.13,524.86,521.79,521.70,522.39
27 Dic 2023,521.10,523.32,520.05,523.50,522.44,522.96,521.70
28 Dic 2023,523.00,523.80,523.00,524.00,523.44,523.46,522.96
29 Dic 2023,0.00,0.00,0.00,0.00,0.00,0.00,523.46
30 Dic 2023,,,,,,,
31 Dic 2023,,,,,,,
1 Ene 2024,0.00,0.00,0.00,0.00,0.00,0.00,523.46
2 Ene 2024,520.88,522.87,520.88,525.00,523.44,523.10,523.46
3 Ene 2024,524.00,521.79,521.50,525.00,522.22,521.84,523.10
4 Ene 2024,522.00,521.25,520.50,523.00,521.23,521.13,521.84
5 Ene 2024,521.10,524.40,520.05,524.50,522.01,522.49,521.13
6 Ene 2024,,,,,,,
7 Ene 2024,,,,,,,
8 Ene 2024,523.50,524.60,522.90,525.00,524.58,524.67,522.49
9 Ene 2024,524.00,523.00,522.50,524.95,523.84,523.55,524.67
10 Ene 2024,523.00,523.00,520.55,523.00,521.63,521.56,523.55
11 Ene 2024,521.15,521.15,520.60,522.20,520.92,520.81,521.56
12 Ene 2024,520.00,520.15,520.00,520.99,520.30,520.19,520.81
13 Ene 2024,,,,,,,
14 Ene 2024,,,,,,,
15 Ene 2024,521.00,518.25,518.00,521.00,518.56,518.53,520.19
16 Ene 2024,518.05,517.90,517.50,518.65,518.23,518.23,518.53
17 Ene 2024,517.50,517.00,516.50,519.00,517.54,517.46,518.23
18 Ene 2024,516.97,517.00,516.00,518.00,517.04,517.06,517.46
19 Ene 2024,518.00,516.65,516.51,518.00,516.79,516.73,517.06
20 Ene 2024,,,,,,,
21 Ene 2024,,,,,,,
22 Ene 2024,516.20,516.00,516.00,516.50,516.16,516.13,516.73
23 Ene 2024,516.01,515.50,515.50,516.50,515.74,515.72,516.13
24 Ene 2024,516.00,515.11,515.00,516.50,515.14,515.11,515.72
25 Ene 2024,515.50,514.82,514.65,515.50,514.81,514.82,515.11
26 Ene 2024,514.30,515.35,513.70,515.90,514.99,515.27,514.82
27 Ene 2024,,,,,,,
28 Ene 2024,,,,,,,
29 Ene 2024,514.00,516.71,514.00,516.90,515.96,516.45,515.27
30 Ene 2024,516.25,517.80,516.25,520.00,518.38,518.30,516.45
31 Ene 2024,518.10,517.65,517.25,519.88,518.41,518.04,518.30
1 Feb 2024,517.50,518.36,517.00,518.50,518.06,518.18,518.04
2 Feb 2024,518.75,519.50,518.35,519.75,519.00,519.06,518.18
3 Feb 2024,,,,,,,
4 Feb 2024,,,,,,,
5 Feb 2024,519.51,520.00,519.50,521.49,520.66,520.64,519.06
6 Feb 2024,520.01,519.95,519.85,520.50,520.04,520.00,520.64
7 Feb 2024,519.90,519.15,518.99,519.90,519.16,519.15,520.00
8 Feb 2024,519.00,519.80,518.70,519.99,519.59,519.68,519.15
9 Feb 2024,519.50,520.15,513.00,520.30,519.63,519.93,519.68
10 Feb 2024,,,,,,,
11 Feb 2024,,,,,,,
12 Feb 2024,520.00,519.90,519.00,520.00,519.78,519.89,519.93
13 Feb 2024,518.95,519.80,518.95,520.00,519.78,519.82,519.89
14 Feb 2024,519.00,518.30,518.00,519.50,518.48,518.43,519.82
15 Feb 2024,517.00,516.35,516.25,519.00,516.52,516.39,518.43
16 Feb 2024,516.00,515.99,515.01,516.25,515.97,515.95,516.39
17 Feb 2024,,,,,,,
18 Feb 2024,,,,,,,
19 Feb 2024,515.50,514.85,513.05,516.50,514.84,514.82,515.95
20 Feb 2024,516.45,516.20,514.80,516.75,515.90,515.95,514.82
21 Feb 2024,516.01,516.10,516.00,516.90,516.27,516.25,515.95
22 Feb 2024,517.00,515.25,514.90,517.00,515.27,515.20,516.25
23 Feb 2024,515.25,517.40,514.90,517.40,516.39,516.93,515.20
24 Feb 2024,,,,,,,
25 Feb 2024,,,,,,,
26 Feb 2024,516.00,516.90,516.00,517.45,517.07,517.11,516.93
27 Feb 2024,516.00,514.50,514.20,517.24,515.85,515.20,517.11
28 Feb 2024,514.50,514.99,514.01,515.00,514.44,514.41,515.20
29 Feb 2024,514.60,515.80,514.15,516.10,515.24,515.73,514.41
1 Mar 2024,514.55,514.85,514.51,515.00,514.71,514.76,515.73
2 Mar 2024,,,,,,,
3 Mar 2024,,,,,,,
4 Mar 2024,515.00,514.68,513.01,515.00,514.68,514.70,514.76
5 Mar 2024,514.50,512.60,512.50,514.50,513.05,512.94,514.70
6 Mar 2024,508.89,510.74,507.01,512.50,511.13,510.95,512.94
7 Mar 2024,511.00,510.20,510.00,511.00,510.26,510.21,510.95
8 Mar 2024,510.05,510.05,509.89,510.50,510.10,510.02,510.21
9 Mar 2024,,,,,,,
10 Mar 2024,,,,,,,
11 Mar 2024,508.01,508.99,508.00,510.00,508.99,509.00,510.02
12 Mar 2024,508.00,507.90,507.70,508.25,507.99,507.97,509.00
13 Mar 2024,509.00,507.00,506.95,509.00,507.07,507.06,507.97
14 Mar 2024,507.00,505.90,505.25,507.00,506.02,505.99,507.06
15 Mar 2024,505.00,504.95,504.90,505.99,505.15,505.15,505.99
16 Mar 2024,,,,,,,
17 Mar 2024,,,,,,,
18 Mar 2024,505.00,504.35,497.00,505.00,504.17,504.40,505.15
19 Mar 2024,504.50,504.31,503.00,504.50,504.30,504.30,504.40
20 Mar 2024,502.00,504.15,500.00,504.20,503.92,504.09,504.30
21 Mar 2024,502.00,504.00,502.00,504.00,503.93,503.94,504.09
22 Mar 2024,504.00,504.21,503.50,505.00,503.97,503.99,503.94
23 Mar 2024,,,,,,,
24 Mar 2024,,,,,,,
25 Mar 2024,504.50,503.85,503.55,504.50,503.91,503.87,503.99
26 Mar 2024,504.00,504.40,504.00,505.50,504.31,504.27,503.87
27 Mar 2024,505.00,503.80,503.50,505.00,503.89,503.85,504.27
28 Mar 2024,0.00,0.00,0.00,0.00,0.00,0.00,503.85
29 Mar 2024,0.00,0.00,0.00,0.00,0.00,0.00,503.85
30 Mar 2024,,,,,,,
31 Mar 2024,,,,,,,
1 Abr 2024,503.85,504.80,503.00,504.85,504.18,504.32,503.85
2 Abr 2024,503.80,505.20,503.80,505.86,504.94,505.15,504.32
3 Abr 2024,505.50,504.76,503.00,505.90,505.05,504.99,505.15
4 Abr 2024,504.76,503.70,503.50,504.76,503.85,503.82,504.99
5 Abr 2024,503.50,504.45,503.00,504.60,504.13,504.29,503.82
6 Abr 2024,,,,,,,
7 Abr 2024,,,,,,,
8 Abr 2024,500.64,503.49,500.00,504.30,503.50,503.51,504.29
9 Abr 2024,504.00,502.70,502.50,504.00,502.79,502.75,503.51
10 Abr 2024,502.70,502.31,502.00,502.70,502.41,502.40,502.75
11 Abr 2024,502.00,502.20,502.00,502.90,502.22,502.21,502.40
12 Abr 2024,502.11,502.11,502.11,503.00,502.21,502.21,502.21
13 Abr 2024,,,,,,,
14 Abr 2024,,,,,,,
15 Abr 2024,0.00,0.00,0.00,0.00,0.00,0.00,502.21
