Fecha,Primero,Último,Mínimo,Máximo,Promedio simple,Promedio ponderado,Promedio ponderado sesión anterior
16 Abr 2024,502.00,502.06,502.00,502.49,502.08,502.06,502.21
17 Abr 2024,502.00,501.96,501.00,502.50,501.97,501.97,502.06
18 Abr 2024,501.97,501.97,501.84,501.97,501.89,501.89,501.97
19 Abr 2024,501.79,501.95,501.79,502.00,501.93,501.95,501.89
20 Abr 2024,,,,,,,
21 Abr 2024,,,,,,,
22 Abr 2024,503.00,503.00,501.85,503.06,502.57,502.76,501.95
23 Abr 2024,502.00,503.00,502.00,503.90,503.18,503.15,502.76
24 Abr 2024,503.50,503.25,502.75,503.60,503.22,503.30,503.15
25 Abr 2024,502.75,503.10,502.49,504.20,503.14,503.10,503.30
26 Abr 2024,503.50,504.71,503.00,505.05,504.19,504.46,503.10
27 Abr 2024,,,,,,,
28 Abr 2024,,,,,,,
29 Abr 2024,503.20,509.46,503.20,509.50,507.25,508.47,504.46
30 Abr 2024,508.00,510.00,506.50,510.00,509.37,509.19,508.47
1 May 2024,0.00,0.00,0.00,0.00,0.00,0.00,509.19
2 May 2024,509.00,509.55,508.15,509.75,509.38,509.45,509.19
3 May 2024,510.96,510.25,509.00,511.00,509.86,510.03,509.45
4 May 2024,,,,,,,
5 May 2024,,,,,,,
6 May 2024,507.00,511.43,507.00,511.50,511.04,511.31,510.03
7 May 2024,511.00,511.92,511.00,512.20,511.99,512.01,511.31
8 May 2024,512.75,512.80,511.75,512.80,512.55,512.60,512.01
9 May 2024,511.00,513.05,511.00,513.50,512.83,512.90,512.60
10 May 2024,512.99,512.61,512.00,512.99,512.38,512.52,512.90
11 May 2024,,,,,,,
12 May 2024,,,,,,,
13 May 2024,513.00,511.90,511.00,513.00,512.21,512.11,512.52
14 May 2024,511.30,510.66,510.50,511.99,510.82,510.67,512.11
15 May 2024,510.00,510.00,509.70,510.70,509.94,509.94,510.67
16 May 2024,509.80,510.60,509.70,510.80,510.01,510.08,509.94
17 May 2024,510.03,512.20,510.00,512.45,511.48,511.88,510.08
18 May 2024,,,,,,,
19 May 2024,,,,,,,
20 May 2024,512.00,513.41,511.55,513.41,513.20,513.35,511.88
21 May 2024,513.50,514.65,512.40,514.65,514.25,514.38,513.35
22 May 2024,513.00,515.75,513.00,516.00,515.54,515.64,514.38
23 May 2024,515.00,517.25,515.00,517.25,516.75,517.01,515.64
24 May 2024,517.50,520.05,516.10,520.44,518.75,518.57,517.01
25 May 2024,,,,,,,
26 May 2024,,,,,,,
27 May 2024,520.00,522.00,519.15,522.50,521.71,522.09,518.57
28 May 2024,522.01,524.59,522.00,524.98,524.33,524.48,522.09
29 May 2024,524.70,525.50,524.25,526.00,525.15,525.05,524.48
30 May 2024,525.01,527.30,525.01,528.10,527.43,527.49,525.05
31 May 2024,527.50,531.50,527.50,535.00,530.19,531.55,527.49
1 Jun 2024,,,,,,,
2 Jun 2024,,,,,,,
3 Jun 2024,530.00,529.70,529.50,533.75,531.83,531.38,531.55
4 Jun 2024,530.00,530.00,529.01,531.70,529.77,529.65,531.38
5 Jun 2024,529.00,530.00,528.75,530.25,529.36,529.49,529.65
6 Jun 2024,526.94,531.20,526.94,531.20,530.80,530.96,529.49
7 Jun 2024,530.00,534.95,530.00,536.00,534.11,535.02,530.96
8 Jun 2024,,,,,,,
9 Jun 2024,,,,,,,
10 Jun 2024,534.00,530.85,530.50,536.00,532.42,531.15,535.02
11 Jun 2024,530.00,527.00,526.85,530.00,527.28,527.04,531.15
12 Jun 2024,525.00,525.76,523.00,526.98,525.53,525.75,527.04
13 Jun 2024,522.00,524.20,522.00,525.00,524.14,524.09,525.75
14 Jun 2024,525.24,522.75,521.00,525.24,522.08,522.15,524.09
15 Jun 2024,,,,,,,
16 Jun 2024,,,,,,,
17 Jun 2024,520.00,520.80,518.00,521.00,520.86,520.91,522.15
18 Jun 2024,520.00,519.15,518.80,520.01,519.13,519.06,520.91
19 Jun 2024,519.90,520.00,519.00,520.00,519.54,519.48,519.06
20 Jun 2024,518.10,523.25,518.01,523.40,522.25,522.73,519.48
21 Jun 2024,523.90,526.70,523.90,526.80,526.10,526.42,522.73
22 Jun 2024,,,,,,,
23 Jun 2024,,,,,,,
24 Jun 2024,527.00,524.10,524.10,527.67,525.57,525.19,526.42
25 Jun 2024,524.80,523.10,522.20,524.80,522.97,522.92,525.19
26 Jun 2024,522.90,528.10,522.90,529.00,525.68,526.19,522.92
27 Jun 2024,525.00,527.96,525.00,529.50,528.28,528.21,526.19
28 Jun 2024,527.28,527.85,526.00,529.40,528.47,528.27,528.21
29 Jun 2024,,,,,,,
30 Jun 2024,,,,,,,
1 Jul 2024,527.00,526.84,526.66,527.99,526.96,526.87,528.27
2 Jul 2024,525.00,527.33,525.00,528.00,527.24,527.33,526.87
3 Jul 2024,527.60,529.00,524.00,529.50,527.43,527.53,527.33
4 Jul 2024,525.25,531.70,525.25,531.75,530.60,531.29,527.53
5 Jul 2024,527.60,533.10,527.60,535.50,533.37,533.49,531.29
6 Jul 2024,,,,,,,
7 Jul 2024,,,,,,,
8 Jul 2024,530.00,530.30,530.00,534.00,531.83,530.85,533.49
9 Jul 2024,530.00,526.50,526.25,532.00,528.21,527.35,530.85
10 Jul 2024,526.00,524.75,523.00,527.00,524.76,524.66,527.35
11 Jul 2024,523.20,524.60,522.75,525.00,523.93,524.00,524.66
12 Jul 2024,523.20,526.82,523.20,527.00,525.48,525.63,524.00
13 Jul 2024,,,,,,,
14 Jul 2024,,,,,,,
15 Jul 2024,526.00,524.53,524.00,526.00,524.64,524.52,525.63
16 Jul 2024,523.50,523.75,523.00,524.18,523.73,523.72,524.52
17 Jul 2024,523.00,524.80,523.00,524.90,523.84,523.96,523.72
18 Jul 2024,523.00,529.70,523.00,529.70,527.56,528.13,523.96
19 Jul 2024,527.00,530.85,527.00,531.10,529.98,530.39,528.13
20 Jul 2024,,,,,,,
21 Jul 2024,,,,,,,
22 Jul 2024,530.00,529.00,528.60,531.00,529.47,529.43,530.39
23 Jul 2024,527.00,525.80,525.00,528.00,526.23,526.04,529.43
24 Jul 2024,526.50,526.03,524.50,526.50,525.65,525.73,526.04
25 Jul 2024,0.00,0.00,0.00,0.00,0.00,0.00,525.73
26 Jul 2024,524.50,526.30,522.13,527.25,525.76,526.13,525.73
27 Jul 2024,,,,,,,
28 Jul 2024,,,,,,,
29 Jul 2024,526.00,525.75,525.00,526.05,525.78,525.84,526.13
30 Jul 2024,526.50,524.00,523.95,526.50,524.67,524.39,525.84
31 Jul 2024,525.50,523.96,523.65,525.50,523.90,523.84,524.39
1 Ago 2024,523.90,526.51,522.90,527.00,524.27,524.31,523.84
2 Ago 2024,0.00,0.00,0.00,0.00,0.00,0.00,524.31
3 Ago 2024,,,,,,,
4 Ago 2024,,,,,,,
5 Ago 2024,524.75,524.18,521.01,525.00,524.29,524.27,524.31
6 Ago 2024,524.00,525.66,524.00,526.05,525.43,525.51,524.27
7 Ago 2024,524.00,530.99,524.00,531.00,529.09,529.53,525.51
8 Ago 2024,530.36,529.20,528.00,530.36,529.64,529.79,529.53
9 Ago 2024,527.00,530.30,527.00,530.99,529.88,530.17,529.79
10 Ago 2024,,,,,,,
11 Ago 2024,,,,,,,
12 Ago 2024,527.00,526.60,526.05,528.80,527.53,527.14,530.17
13 Ago 2024,526.00,522.60,522.00,526.49,522.94,522.80,527.14
14 Ago 2024,523.00,520.25,518.90,523.00,519.75,519.55,522.80
15 Ago 2024,0.00,0.00,0.00,0.00,0.00,0.00,519.55
16 Ago 2024,519.00,520.15,519.00,520.20,519.70,519.72,519.55
17 Ago 2024,,,,,,,
18 Ago 2024,,,,,,,
19 Ago 2024,520.14,521.87,519.50,522.50,521.30,521.92,519.72
20 Ago 2024,520.00,524.00,519.01,524.20,523.64,523.85,521.92
21 Ago 2024,523.50,522.90,522.60,524.00,523.14,523.05,523.85
22 Ago 2024,521.50,524.10,521.15,524.25,522.69,523.03,523.05
23 Ago 2024,524.41,527.05,522.75,527.05,525.75,526.03,523.03
24 Ago 2024,,,,,,,
25 Ago 2024,,,,,,,
26 Ago 2024,522.00,523.00,522.00,525.00,524.22,524.03,526.03
27 Ago 2024,523.84,519.50,519.25,523.84,520.12,519.64,524.03
28 Ago 2024,522.29,519.01,514.00,522.50,519.14,519.05,519.64
29 Ago 2024,515.00,519.50,515.00,519.99,519.26,519.42,519.05
30 Ago 2024,519.20,520.00,519.20,521.00,520.26,520.41,519.42
31 Ago 2024,,,,,,,
1 Set 2024,,,,,,,
2 Set 2024,520.00,519.50,519.05,520.35,519.90,519.93,520.41
3 Set 2024,520.00,519.32,518.80,520.00,519.33,519.40,519.93
4 Set 2024,519.00,522.43,519.00,522.50,520.92,521.71,519.40
5 Set 2024,522.00,523.35,521.00,523.85,522.86,523.01,521.71
6 Set 2024,522.90,521.95,520.50,523.30,521.80,521.73,523.01
7 Set 2024,,,,,,,
8 Set 2024,,,,,,,
9 Set 2024,521.00,520.01,519.60,521.00,520.49,520.37,521.73
10 Set 2024,518.00,518.97,518.00,520.50,519.13,519.01,520.37
11 Set 2024,518.50,518.15,517.50,518.85,518.03,517.91,519.01
12 Set 2024,518.85,520.05,518.00,520.50,519.53,519.76,517.91
13 Set 2024,519.00,519.00,517.25,520.00,518.60,518.59,519.76
14 Set 2024,,,,,,,
15 Set 2024,,,,,,,
16 Set 2024,518.50,518.90,518.00,520.00,518.90,519.06,518.59
17 Set 2024,518.00,519.25,518.00,520.29,519.23,519.30,519.06
18 Set 2024,520.72,519.95,519.30,520.72,519.68,519.70,519.30
19 Set 2024,518.05,520.00,518.05,520.05,519.61,519.50,519.70
20 Set 2024,519.49,521.50,518.15,522.25,520.93,521.50,519.50
21 Set 2024,,,,,,,
22 Set 2024,,,,,,,
23 Set 2024,519.00,519.60,519.00,521.07,520.17,519.98,521.50
24 Set 2024,520.00,520.10,519.00,521.00,520.28,520.35,519.98
25 Set 2024,520.50,518.35,517.52,520.50,518.49,518.45,520.35
26 Set 2024,519.00,522.25,518.00,522.25,521.04,521.80,518.45
27 Set 2024,521.50,521.03,518.00,521.50,520.57,521.03,521.80
28 Set 2024,,,,,,,
29 Set 2024,,,,,,,
30 Set 2024,520.00,518.40,518.00,520.00,518.85,518.76,521.03
1 Oct 2024,518.01,517.70,517.70,519.67,518.62,518.38,518.76
2 Oct 2024,517.50,519.15,517.50,519.20,518.61,518.80,518.38
3 Oct 2024,519.00,520.40,518.01,520.50,519.62,519.94,518.80
4 Oct 2024,519.02,521.10,519.02,521.80,520.81,521.24,519.94
5 Oct 2024,,,,,,,
6 Oct 2024,,,,,,,
7 Oct 2024,519.55,517.75,517.75,520.25,519.09,518.81,521.24
8 Oct 2024,519.00,517.00,516.00,519.00,517.24,517.21,518.81
9 Oct 2024,519.02,518.05,517.10,519.02,517.39,517.33,517.21
10 Oct 2024,517.40,517.02,516.50,517.75,516.84,516.73,517.33
11 Oct 2024,517.00,516.60,515.30,517.50,516.38,516.31,516.73
12 Oct 2024,,,,,,,
13 Oct 2024,,,,,,,
14 Oct 2024,516.90,515.35,515.00,516.90,515.39,515.34,516.31
15 Oct 2024,515.35,514.80,514.75,517.00,515.18,515.17,515.34
16 Oct 2024,515.20,514.49,514.00,517.00,515.03,514.91,515.17
17 Oct 2024,516.50,515.16,513.00,516.50,515.01,515.16,514.91
18 Oct 2024,516.00,515.70,514.16,516.50,515.64,515.69,515.16
19 Oct 2024,,,,,,,
20 Oct 2024,,,,,,,
21 Oct 2024,514.50,516.40,514.50,516.95,516.46,516.64,515.69
22 Oct 2024,516.00,514.85,514.75,516.49,515.53,515.38,516.64
23 Oct 2024,515.00,515.20,510.35,516.15,515.64,515.70,515.38
24 Oct 2024,516.00,515.80,515.26,516.00,515.75,515.76,515.70
25 Oct 2024,516.00,514.65,511.01,516.00,515.11,514.95,515.76
26 Oct 2024,,,,,,,
27 Oct 2024,,,,,,,
28 Oct 2024,516.00,513.45,512.90,516.00,513.78,513.47,514.95
29 Oct 2024,514.00,513.20,512.85,514.00,513.36,513.32,513.47
30 Oct 2024,514.00,512.99,512.80,514.00,513.01,512.99,513.32
31 Oct 2024,515.30,513.70,510.26,515.30,513.63,513.58,512.99
1 Nov 2024,514.00,513.16,511.01,514.00,513.01,513.14,513.58
2 Nov 2024,,,,,,,
3 Nov 2024,,,,,,,
4 Nov 2024,513.20,513.25,513.00,515.00,513.50,513.33,513.14
5 Nov 2024,513.00,511.45,510.90,513.00,511.39,511.17,513.33
6 Nov 2024,512.00,511.85,511.00,512.00,511.52,511.56,511.17
7 Nov 2024,512.00,514.65,510.80,515.00,513.19,513.62,511.56
8 Nov 2024,513.01,513.93,513.01,514.35,513.83,513.92,513.62
9 Nov 2024,,,,,,,
10 Nov 2024,,,,,,,
11 Nov 2024,512.95,512.15,512.00,512.95,512.47,512.41,513.92
12 Nov 2024,512.00,510.60,510.03,512.00,511.02,511.00,512.41
13 Nov 2024,511.00,510.45,510.05,511.00,510.43,510.39,511.00
14 Nov 2024,510.00,509.50,509.00,510.00,509.38,509.38,510.39
15 Nov 2024,509.00,509.30,505.13,509.55,509.06,509.35,509.38
16 Nov 2024,,,,,,,
17 Nov 2024,,,,,,,
18 Nov 2024,509.00,508.64,508.00,509.99,508.75,508.64,509.35
19 Nov 2024,508.00,508.90,507.95,509.50,508.67,508.75,508.64
20 Nov 2024,509.75,511.13,508.00,511.50,510.69,510.81,508.75
21 Nov 2024,512.00,511.45,509.01,512.00,511.14,511.24,510.81
22 Nov 2024,512.82,511.29,509.00,512.82,511.12,511.16,511.24
23 Nov 2024,,,,,,,
24 Nov 2024,,,,,,,
25 Nov 2024,511.99,511.70,510.55,512.00,511.57,511.74,511.16
26 Nov 2024,511.00,511.35,510.51,512.00,511.35,511.39,511.74
27 Nov 2024,511.00,509.40,509.40,511.10,510.36,510.04,511.39
28 Nov 2024,510.00,509.10,507.90,510.50,509.06,508.99,510.04
29 Nov 2024,509.00,510.00,507.05,510.50,509.20,509.76,508.99
30 Nov 2024,,,,,,,
1 Dic 2024,,,,,,,
2 Dic 2024,510.00,508.17,507.80,510.00,508.33,508.05,509.76
3 Dic 2024,508.00,507.35,506.85,509.00,507.46,507.35,508.05
4 Dic 2024,508.00,505.05,505.00,508.00,505.50,505.36,507.35
5 Dic 2024,506.00,505.70,505.00,507.00,505.53,505.71,505.36
6 Dic 2024,506.00,505.05,504.00,506.00,504.95,504.99,505.71
7 Dic 2024,,,,,,,
8 Dic 2024,,,,,,,
9 Dic 2024,504.75,504.15,504.01,504.85,504.26,504.18,504.99
10 Dic 2024,503.50,504.30,503.00,504.95,504.27,504.36,504.18
11 Dic 2024,504.75,504.96,504.50,505.00,504.88,504.87,504.36
12 Dic 2024,505.00,504.85,504.45,505.10,504.68,504.64,504.87
13 Dic 2024,505.00,504.70,504.20,505.20,504.63,504.81,504.64
14 Dic 2024,,,,,,,
15 Dic 2024,,,,,,,
16 Dic 2024,504.01,503.94,503.50,505.00,504.00,503.94,504.81
17 Dic 2024,503.50,504.50,503.50,504.50,504.09,504.17,503.94
18 Dic 2024,503.95,506.95,503.50,507.91,506.05,506.55,504.17
19 Dic 2024,507.00,509.15,506.00,509.25,508.40,508.67,506.55
20 Dic 2024,508.75,506.95,506.25,508.75,507.58,507.38,508.67
21 Dic 2024,,,,,,,
22 Dic 2024,,,,,,,
23 Dic 2024,506.95,507.70,504.00,508.15,507.68,507.78,507.38
24 Dic 2024,507.50,509.40,507.50,509.50,508.65,508.64,507.78
25 Dic 2024,0.00,0.00,0.00,0.00,0.00,0.00,508.64
26 Dic 2024,508.50,509.34,508.50,510.00,509.29,509.32,508.64
27 Dic 2024,510.40,510.40,509.00,513.00,510.16,510.23,509.32
28 Dic 2024,,,,,,,
29 Dic 2024,,,,,,,
30 Dic 2024,510.00,509.95,509.00,513.70,511.40,511.27,510.23
31 Dic 2024,0.00,0.00,0.00,0.00,0.00,0.00,511.27
1 Ene 2025,0.00,0.00,0.00,0.00,0.00,0.00,511.27
2 Ene 2025,512.77,509.80,506.54,512.77,509.61,509.74,511.27
3 Ene 2025,509.00,509.25,508.52,509.90,509.29,509.35,509.74
4 Ene 2025,,,,,,,
5 Ene 2025,,,,,,,
6 Ene 2025,509.00,508.60,508.50,510.00,509.00,508.82,509.35
7 Ene 2025,508.00,507.90,507.50,508.45,507.86,507.66,508.82
8 Ene 2025,508.50,505.98,505.02,508.50,506.00,505.94,507.66
9 Ene 2025,506.00,505.00,504.80,506.00,505.08,505.03,505.94
10 Ene 2025,505.00,505.50,504.90,506.50,505.48,505.56,505.03
11 Ene 2025,,,,,,,
12 Ene 2025,,,,,,,
13 Ene 2025,505.00,503.25,501.00,505.00,504.00,504.10,505.56
14 Ene 2025,504.00,502.15,501.90,504.00,502.27,502.17,504.10
15 Ene 2025,503.00,502.45,501.05,503.00,502.11,502.20,502.17
16 Ene 2025,500.00,504.00,500.00,505.00,503.53,504.02,502.20
17 Ene 2025,504.00,504.40,503.81,504.60,504.39,504.44,504.02
18 Ene 2025,,,,,,,
19 Ene 2025,,,,,,,
20 Ene 2025,504.00,505.55,503.50,505.85,505.28,505.51,504.44
21 Ene 2025,506.90,504.82,503.00,509.00,505.01,505.15,505.51
22 Ene 2025,504.00,504.00,503.50,505.10,504.67,504.63,505.15
23 Ene 2025,506.00,506.50,504.20,506.65,505.97,506.22,504.63
24 Ene 2025,502.00,509.75,501.21,509.75,507.52,508.72,506.22
25 Ene 2025,,,,,,,
26 Ene 2025,,,,,,,
27 Ene 2025,506.00,508.90,506.00,509.50,508.72,509.06,508.72
28 Ene 2025,508.00,507.00,505.35,508.90,507.32,506.66,509.06
29 Ene 2025,506.10,508.50,504.00,508.94,507.24,507.70,506.66
30 Ene 2025,504.01,509.25,504.00,509.50,508.79,508.96,507.70
31 Ene 2025,509.00,509.55,508.00,509.65,509.29,509.43,508.96
1 Feb 2025,,,,,,,
2 Feb 2025,,,,,,,
3 Feb 2025,506.00,509.50,504.14,509.90,509.27,509.51,509.43
4 Feb 2025,508.50,509.10,508.00,509.14,509.05,509.08,509.51
5 Feb 2025,504.51,509.00,504.51,509.65,509.03,509.18,509.08
6 Feb 2025,508.05,509.50,508.05,510.00,509.36,509.44,509.18
7 Feb 2025,507.50,509.95,507.50,509.95,509.73,509.83,509.44
8 Feb 2025,,,,,,,
9 Feb 2025,,,,,,,
10 Feb 2025,508.75,508.80,508.75,510.60,509.46,509.04,509.83
11 Feb 2025,509.00,508.89,508.50,510.00,509.20,509.23,509.04
12 Feb 2025,510.00,507.15,506.75,510.00,507.38,507.27,509.23
13 Feb 2025,507.50,508.11,507.00,508.15,507.74,507.84,507.27
14 Feb 2025,505.50,507.05,505.50,507.50,507.00,507.03,507.84
15 Feb 2025,,,,,,,
16 Feb 2025,,,,,,,
17 Feb 2025,506.00,506.99,506.00,507.75,506.68,506.78,507.03
18 Feb 2025,508.00,505.00,505.00,510.00,506.64,506.62,506.78
19 Feb 2025,506.00,505.30,505.00,506.00,505.35,505.31,506.62
20 Feb 2025,506.00,507.90,505.00,507.94,507.25,507.61,505.31
21 Feb 2025,508.00,506.90,506.80,508.00,506.99,506.99,507.61
22 Feb 2025,,,,,,,
23 Feb 2025,,,,,,,
24 Feb 2025,506.45,507.00,506.00,507.50,506.96,507.00,506.99
25 Feb 2025,506.00,507.75,506.00,508.00,507.62,507.70,507.00
26 Feb 2025,506.00,506.70,505.25,507.05,506.77,506.83,507.70
27 Feb 2025,506.00,506.52,506.00,506.85,506.56,506.53,506.83
28 Feb 2025,506.00,504.00,501.01,506.75,504.98,504.75,506.53
29 Feb 2025,,,,,,,
1 Mar 2025,,,,,,,
2 Mar 2025,,,,,,,
3 Mar 2025,503.00,505.79,501.00,505.99,505.35,505.77,504.75
4 Mar 2025,506.50,505.31,505.30,506.75,505.87,505.78,505.77
5 Mar 2025,505.00,505.00,504.75,506.20,505.19,505.09,505.78
6 Mar 2025,505.15,505.24,504.50,505.85,505.21,505.18,505.09
7 Mar 2025,504.60,505.16,504.60,506.00,505.45,505.44,505.18
8 Mar 2025,,,,,,,
9 Mar 2025,,,,,,,
10 Mar 2025,505.00,503.20,503.00,505.00,503.53,503.36,505.44
11 Mar 2025,503.00,502.00,499.25,503.00,501.51,501.39,503.36
12 Mar 2025,501.00,500.00,500.00,501.95,501.10,501.03,501.39
13 Mar 2025,500.00,500.65,499.31,500.70,499.92,499.90,501.03
14 Mar 2025,500.50,500.10,500.00,500.50,500.07,500.08,499.90
15 Mar 2025,,,,,,,
16 Mar 2025,,,,,,,
17 Mar 2025,500.50,499.73,499.65,501.00,499.91,499.85,500.08
18 Mar 2025,499.85,500.20,499.85,500.70,500.21,500.28,499.85
19 Mar 2025,501.00,499.85,499.50,501.00,499.96,499.84,500.28
20 Mar 2025,500.00,501.25,499.76,501.60,500.96,501.07,499.84
21 Mar 2025,500.01,500.01,499.80,501.30,500.16,500.03,501.07
22 Mar 2025,,,,,,,
23 Mar 2025,,,,,,,
24 Mar 2025,501.00,500.38,499.85,501.00,500.30,500.27,500.03
25 Mar 2025,500.00,499.75,499.40,500.00,499.78,499.72,500.27
26 Mar 2025,500.00,500.50,499.80,500.95,500.12,500.16,499.72
27 Mar 2025,500.00,502.50,500.00,502.95,501.39,501.77,500.16
28 Mar 2025,501.00,502.55,500.50,502.75,502.00,502.43,501.77
29 Mar 2025,,,,,,,
30 Mar 2025,,,,,,,
31 Mar 2025,501.00,503.25,500.00,503.55,502.83,503.25,502.43
1 Abr 2025,502.47,504.25,502.15,504.50,503.94,504.23,503.25
2 Abr 2025,503.76,505.00,503.76,505.00,504.53,504.75,504.23
3 Abr 2025,504.00,507.80,502.79,507.80,506.69,507.32,504.75
4 Abr 2025,507.27,509.60,507.27,509.75,509.15,509.29,507.32
5 Abr 2025,,,,,,,
6 Abr 2025,,,,,,,
7 Abr 2025,509.07,511.10,509.07,511.95,511.15,511.43,509.29
8 Abr 2025,511.10,510.20,509.99,513.00,510.55,510.40,511.43
9 Abr 2025,509.97,509.15,508.80,510.00,509.07,509.04,510.40
10 Abr 2025,508.26,507.95,501.00,508.26,507.47,507.77,509.04
11 Abr 2025,0.00,0.00,0.00,0.00,0.00,0.00,507.77
12 Abr 2025,,,,,,,
13 Abr 2025,,,,,,,
14 Abr 2025,506.04,505.50,504.55,507.00,505.44,505.34,507.77
15 Abr 2025,504.59,504.35,503.96,505.00,504.24,504.16,505.34
16 Abr 2025,503.93,504.40,502.85,504.75,504.11,504.15,504.16
17 Abr 2025,0.00,0.00,0.00,0.00,0.00,0.00,504.15
18 Abr 2025,0.00,0.00,0.00,0.00,0.00,0.00,504.15
19 Abr 2025,,,,,,,
20 Abr 2025,,,,,,,
21 Abr 2025,503.51,504.19,503.50,504.37,504.14,504.14,504.15
22 Abr 2025,504.00,505.50,503.90,505.57,504.96,505.25,504.14
23 Abr 2025,505.17,506.10,505.00,506.60,505.95,506.03,505.25
24 Abr 2025,506.50,506.75,506.35,507.00,506.45,506.42,506.03
25 Abr 2025,506.37,507.15,506.00,507.50,506.84,507.06,506.42
26 Abr 2025,,,,,,,
27 Abr 2025,,,,,,,
28 Abr 2025,506.10,507.00,506.00,507.00,506.71,506.76,507.06
29 Abr 2025,506.17,506.35,505.25,506.50,505.97,506.21,506.76
30 Abr 2025,504.58,506.72,504.28,506.95,506.51,506.70,506.21
1 May 2025,0.00,0.00,0.00,0.00,0.00,0.00,506.70
2 May 2025,506.00,507.20,505.40,507.20,506.36,506.68,506.70
3 May 2025,,,,,,,
4 May 2025,,,,,,,
5 May 2025,506.22,508.80,506.00,508.85,507.86,508.27,506.68
6 May 2025,508.41,509.05,508.27,510.00,509.35,509.22,508.27
7 May 2025,508.86,508.95,508.00,510.00,509.10,508.99,509.22
8 May 2025,509.44,508.95,508.50,510.00,508.89,508.84,508.99
9 May 2025,508.43,508.30,508.00,509.00,508.41,508.31,508.84
10 May 2025,,,,,,,
11 May 2025,,,,,,,
12 May 2025,507.83,507.70,507.60,508.50,507.80,507.74,508.31
13 May 2025,507.41,506.45,506.45,507.72,506.97,506.81,507.74
14 May 2025,506.50,505.15,505.00,506.50,505.22,505.17,506.81
15 May 2025,505.00,504.69,504.50,505.05,504.66,504.63,505.17
16 May 2025,503.00,504.25,503.00,504.50,504.13,504.16,504.63
17 May 2025,,,,,,,
18 May 2025,,,,,,,
19 May 2025,504.20,505.22,504.07,505.22,504.89,504.97,504.16
20 May 2025,505.22,506.44,505.05,506.70,506.29,506.39,504.97
21 May 2025,507.00,508.35,506.60,508.75,508.02,508.33,506.39